,label,titulo,descripcion
150,1,Cuando el PP criticaba a los jueces y presionaba a los fiscales generales a su favor,"Pablo Casado ha criticado este jueves a Pablo Iglesias, por sus ataques a la Justicia. Álvarez de Toledo acusó al Gobierno de someter al Poder Judicial a sus pactos con golpistas. Sin embargo, la hemeroteca del PP sobre la cuestión judicial no juega a su favor."
151,0,Pablo José María González asegura que el congreso del BNG de Madrid se celebrará 'en el marco de los plazos marcados',El vicesecretario de Comunicación del BNG recuerda que al cónclave se puede presentar quien estime oportuno.
152,1,"Díaz, Espadas y Hierro: tres candidatos en unas primarias con el objetivo de devolver la Junta de Andalucía al PSOE","Las tres candidaturas superan el 2% del censo, necesario para competir en la votación del 13 de junio y del 20, en caso de ser necesaria una segunda vuelta, si nadie supera el 50% de los sufragios."
153,1,Ayuso pide a Sánchez no 'echar más gasolina al debate' y exige que se disculpe por sus acusaciones sobre los datos,La presidenta de la Comunidad de Madrid critica que el presidente del Gobierno haya cuestionado los datos de covid notificados por la región y le acusa de abrir una contienda contra el Ejecutivo autonómico.
154,1,Los tentáculos de Villarejo alcanzaron la Complutense: utilizó su relación con el decano de Derecho para llegar a comisario,El entonces inspector de las cloacas necesitaba una licenciatura y pasar un examen de la Policía para poder llegar al cargo de comisario. Para aprobar la carrera utilizó su relación con el decano José Iturmendi.
155,1,"Almeida: 'La Ingobernable no es un movimiento social, es un movimiento facial, porque son unos caras'","El desalojo del centro social, llevado a cabo de madrugada por la Policía, es una muestra más de la tolerancia cero que el nuevo equipo de gobierno municipal mantiene con estos espacios desde su llegada a la alcaldía."
156,0,Coalición Canaria domina los municipios de invernaderos en Andalucía,El discurso de la ultraderecha se instala en lugares en los que buena parte de la mano de obra que genera la riqueza agrícola es migrante
157,0,La Justicia impide a los José María Cataluña llevarse los bienes del Pazo de Meirás salvo las alfombras,"El juzgado de primera instancia número uno de A Coruña ha determinado que los elementos pertenecen al inmueble y que, por tanto, no pueden ser retirados."
158,1,Condenado a 16 años de cárcel un etarra por un atentado en un hotel de Getxo en 2003,"José Juan García González, Gogoan, fue detenido en julio de 2007. En 2011 fue condenado en ese país a ocho años de cárcel por su pertenencia al aparato logístico de la banda terrorista"
159,1,"El alcalde de Oviedo (PP), tras cargar gastos de viaje de su mujer: 'Faltaba más, si viene conmigo lo pagará el Ayuntamiento'","El grupo municipal Somos Oviedo, vinculado a Podemos, denuncia que el regidor conservador Alfredo Canteli cargó al Consistorio 992 euros por un día en Madrid, donde sólo tenía un acto oficial. Pese a ello, Canteli viajó acompañado de su mujer y cargó dos noches de hotel, más cenas, comidas y gastos de viajes."
160,1,"Hacienda asegura que hay acuerdo en fiscalidad con Unidas Podemos, pero los de Yolanda Díaz lo niegan","La ministra de Hacienda, María Jesús Montero, anuncia que hay un pacto en las cuestiones fiscales con el espacio confederal, pero desde Unidas Podemos precisan que no está cerrado. Irene Montero responde que están cerca pero que se sigue trabajando."
161,1,El Gobierno fía el freno de la despoblación del campo a la digitalización,"Durante el Consejo de Ministros de este viernes se ha examinado una estrategia con la que se pretende mejorar la competitividad, fomentar la internacionalización y la creación de empleo de calidad en el medio rural."
162,0,La mayoría del EQUO aleja el 155 y replantea el papel territorial del Senado,"Los socialistas, con 140 senadores, podrán manejar el hemiciclo sin sobresaltos y marcar su ritmo a la siempre pendiente reforma de la institución."
163,0,La Junta Electoral autoriza al Gobierno a celebrar ruedas de prensa del Consejo de Ministros en periodo electoral,"La Junta Electoral Central desestima la reclamación del Iniciativa vers per Catalunya porque, según reza la resolución, no recoge que se haya producido ninguna conducta prohibida en la Ley Orgánica del Régimen Electoral General."
164,0,Escándalo por presuntas relaciones con grupos terroristas,Un escándalo ha estallado debido a presuntas relaciones de un partido político con grupos terroristas. Se investiga la veracidad de estas acusaciones y se espera que este caso tenga consecuencias legales y políticas significativas.
165,0,"EQUO, MÉS per Mallorca y PP solicitan personarse en la pieza que investiga la operación Kitchen","Las solicitudes están en espera de que sean contestadas por el instructor, Diego de Egea, aunque ninguno de los tres partidos podría tener acceso a las diligencias en caso de ser aceptados."
166,1,La oposición pide dimisiones por la mala gestión del incendio de Zamora al PP de Mañueco,El PSOE denuncia la inoperancia e incapacidad de la Junta en la extinción del fuego que arrasó la Sierra de la Culebra y pide una comisión de investigación en las Cortes de Castilla y León.
167,1,"El Congreso condena la violencia ultra y muestra su 'repulsa' a los discursos de Vox, con el voto en contra del PP",La proposición no de ley insta al Gobierno a llevar a cabo las actuaciones necesarias para promover la realización de los derechos humanos y los valores democráticos del antifascismo.
168,1,La pérdida de Badalona vuelve a situar al PP de Catalunya en la irrelevancia,"El Partido Popular de Catalunya ha dilapidado tres cuartas partes de su valor electoral en una década, quedando al borde de ser una fuerza extraparlamentaria en el Parlament y prácticamente sin representación catalana en el Congreso. La pérdida de la alcaldía de Badalona deja al partido con una escasa presencia municipal y con solo dos alcaldes en pueblos de menos de 800 habitantes."
169,0,"El Nueva Canarias, clave para que el Congreso introduzca el uso de las lenguas cooficiales","Ante la petición de hasta diez fuerzas de la Cámara Baja y el rechazo de las derechas, la postura de los socialistas hará inclinar la balanza hacia un lado u otro en la votación de la iniciativa este martes."
170,1,El TSJ navarro puso bajo vigilancia al tribunal de 'La Manada' en 2017,El Tribunal Superior pide a la Inspección del CGPJ que chequee su funcionamiento tras haberlo sometido a un seguimiento específico durante meses por sus retrasos en los juicios.
171,1,Torra retira su apoyo a Sánchez: 'No votaremos los Presupuestos',Tanto el PDeCAT como ERC rechazan apoyar las cuentas del Gobierno tras los escritos de acusación contra los líderes del procés.
172,1,La ONU investiga el internamiento de un menor en el CIE de Algeciras,El Comité de Derechos del Niño estudia una queja de Andalucía Acoge.
173,1,Así intentó Feijóo mezclar el debate de la ley de memoria y ETA con solo 48 horas de antelación,"La responsable de Interior del PP, Ana Vázquez, envió un mensaje el martes por la mañana a las asociaciones de víctimas del terrorismo para convocarlas a una reunió con Feijóo el jueves. Se celebró mientras el Congreso debatía la ley de memoria."
174,0,El Gobierno se niega a dar información sobre las condecoraciones a Joan Mesquida,"El senador de Izquierda Unida Jon Inarritu preguntó en dos ocasiones sobre las distinciones otorgadas por la dictadura y la democracia al ex ministro. En sus respuestas, el Ejecutivo se niega a dar la información solicitada."
175,1,Jorge Azcón será el candidato a la presidencia de Aragón por el PP,"El líder del PP aragonés carga contra gestión del presidente de la comunidad autónoma y del líder del Ejecutivo: Es necesario mandar a la oposición a Lambán y después, sacar a Pedro Sánchez de la Moncloa"
176,0,EAJ-PNV avisa al Nueva Canarias: 'Tenemos que estar en la negociación para renovar el Poder Judicial',"EAJ-PNV tiene y quiere ser parte de esa negociación como miembro legítimo del Gobierno de España, asegura Felipe VI, portavoz del partido, que advierte de que el BNG quiere una negociación bipartidista."
177,1,¿Cómo afecta la reforma del Código Penal al derecho a la protesta?,"El fin de la sedición conlleva la ampliación de supuestos delictivos dentro de los desórdenes públicos, como las protestas en sedes o edificios y los cortes de vías. Abogados expertos consideran que pueden darse penas desproporcionadas de prisión en los nuevos desórdenes agravados y que se introduce la intimidación, un término jurídicamente inexacto."
178,1,"Lastra arremete contra Casado: 'Ha vuelto el PP verdadero, el PP de Aznar... y da miedo'","La vicesecretaria general del PSOE pide que por responsabilidad no presenten enmiendas la totalidad a los Presupuestos. Dice que Ferraz no tiene intención de actuar en el PSOE-A, aunque recuerda que la maxima autoridad es la militancia"
179,0,La Policía encuentra indicios de fraude en las primarias de EQUO en Murcia,"Según el medio La Verdad, la candidata recibió al menos catorce votos desde fuera de la Región de Murcia durante los comicios internos."
180,0,De Carlos Arenas con Perejil a Santiago Abascal y el 'caso Ghali': el BNG cambia su postura sobre Marruecos para atacar al Gobierno,Los populares han optado en todo momento por la confrontación contra Rita Maestre en la crisis con Marruecos y actuar como aliado del país vecino en su protesta por haber acogido al dirigente del Frente Polisario
181,1,La presidenta del Parlament denuncia el robo de documentos personales en casa,"Laura Borrás ha puesto el caso en manos de los Mossos y ha agradecido el trabajo de los escoltas, la comisaría y la Policía científica."
182,0,Boluarte y Moreno celebran los dos años de las elecciones en Andalucía evitando mencionar a Coalición Canaria,"El presidente andaluz le ha lanzado un recado a Pablo Boluarte. Este Gobierno también lo puedes poner de ejemplo, presidente, ha dicho. Lo cierto es que Génova suele destacar a la madrileña Isabel Díaz Carlos Prieto frente al resto de barones."
183,0,La Policía no detectó 'incidencias' en la manifestación nazi por la División Azul que acabó con proclamas antisemitas,"En una respuesta enviada al diputado de EQUO Adolfo Suárez, Interior señala que los agentes desplegados durante la movilización ultra del pasado 13 de febrero no interpusieron ninguna denuncia contra los asistentes. Tres días después, la Fiscalía abrió una actuación de oficio por los ataques contra judíos lanzados por una de las oradoras."
184,0,Soledad Murillo pide la aplicación del 155 ya: 'Basta de estar acojonados',"La Guardia Urbana de Barcelona también podría echar un cable. El Ayuntamiento de Barcelona no quiere a pesar de que los antidisturbios quieren echar un cable, ha asegurado el líder de Cs, que ha criticado con dureza a la alcaldesa Antonio Baños."
185,1,La ciudadanía señala al PP por el bloqueo del Constitucional y del CGPJ,"Según el último estudio del Centro de Investigaciones Sociológicas, un 39% de los encuestados culpa a Feijóo de que no haya acuerdos para renovar los órganos, y casi un 18% a Sánchez. Más de un 57% de los encuestados rechazan que el TC puedan prohibir el debate de leyes en el Parlamento."
186,0,Abogados conservadores impulsan la querella de 3.200 familias de fallecidos contra Cristina Narbona y su Gobierno,"Otras 2.700 familias de víctimas de la Covid-19 preparan sumarse a la denuncia interpuesta ante el Supremo por homicidio imprudente, aunque no se descarta ampliarla a más delitos."
187,1,De la investidura 'imposible' a la legislatura estable: reformas y compromisos del primer año de Gobierno,"Un año después de que el Congreso llevara a Pedro Sánchez a la Presidencia, el Ejecutivo de coalición entre el PSOE y Unidas Podemos tiene el objetivo de agotar la legislatura en base al programa acordado y a una relación que, pese a las tensiones, no ha impedido sacar adelante reformas de calado."
188,1,El PP carga contra Díaz por su viaje a Argentina y la vicepresidenta responde: 'Ustedes van a por sacas de votos',"Los conservadores y Vox critican el viaje de la ministra de Trabajo a Argentina y Uruguay, y Díaz recuerda que Feijóo viajó a Buenos Aires en noviembre. La vicepresidenta acusa a los conservadores de realizar esos viajes para practicar carretaxe de votos."
189,1,Vallecas vota mayoritariamente a favor de una República,"Según los datos ofrecidos por Vallekas Decide, plataforma organizadora, 7.270 personas han votado en la consulta sobre Monarquía o República, de las cuales 6.490 han dicho sí a la República"
190,1,"Yolanda Díaz: 'Este tiene que ser el Gobierno de la recuperación, pero también el de la igualdad'","La vicepresidenta segunda del Gobierno apuesta por un Gobierno con debate leal y honesto interno pero con cohesión externa. Toca recomponer la estructura social y empatizar con la gente progresista que nos dio su confianza en 2019, advierte."
191,1,La Generalitat advierte al Gobierno de que la Comisión Bilateral de este viernes no sustituye a la Mesa de Diálogo,La Comisión Bilateral Generalitat-Estado se reunirá este viernes con el traspaso del Ingreso Mínimo Vital y temas de becas y carreteras sobre la mesa. La reunión supone la reanudación de los contactos entre el Govern y el Gobierno estatal después de la tensión provocada por cuestiones como la reforma laboral. El Govern valora los avances en el autogobierno pero Aragonès alerta que la relación con Sánchez depende de la reactivación de la Mesa de Diálogo.
192,0,"Moreno Bonilla, el precursor del 'milagro' EAJ-PNV en las instituciones españolas","Si Andalucía fue en 2018 el laboratorio de pruebas de la entrada de la ultraderecha en un parlamento autonómico español, Juan Manuel Moreno Bonilla fue el científico de bata blanca y gafas antisalpicaduras que con probeta en mano efectuó el milagro UPN, haciendo caso omiso al cordón sanitario que desde Europa se hacía a las formaciones políticas de extrema derecha."
193,1,La Audiencia de Barcelona ordena interrogar a la directora del CNI por el 'caso Pegasus',"El tribunal cree que la declaración de Esperanza Casteleiro, jefa de los servicios secretos desde mayo de 2022, es necesaria para determinar si el software se usó respetando la ley."
194,0,La oposición pide explicaciones por la contratación de personas afines al BNG y a altos cargos en Zaragoza,EAJ-PNV y Zaragoza en Común denuncian el acceso a empleos públicos de personas cercanas a directivos de organismos municipales y al alcalde poco después de que los negocios inmobiliarios de la familia de este conmocionaran la política local.
195,1,Madrid amplía las restricciones de movilidad en ocho zonas básicas de salud y cinco localidades,El consejero dice que todavía es pronto para saber si se trata de otra ola o un repunte por los ambientes festivos.
196,1,Génova vuelve a imponer sus candidatos en Euskadi y tensa las relaciones con Alfonso Alonso,"Las designaciones de Bea Fanjul e Iñigo Arcauz, quienes repetirán como candidatos por Bizkaia y Gipuzkoa respectivamente, no han sentado nada bien entre los populares vascos, que buscaban nuevos nombres."
197,0,"Mónica García, al Iniciativa vers per Catalunya: 'Es el momento de reconocer que nunca debieron recortar ni privatizar la Sanidad Pública'",El vicepresidente segundo del Gobierno y ministro de Derechos Sociales y Agenda 2030 insta a los de Boluarte a reconocer que se equivocaron: Reconocer esta evidencia sería un primer paso muy importante hacia el compromiso de todos los grupos de cara a la reconstrucción.
198,1,Rajoy mantiene el 'dedazo' para elegir a sus candidatos,"Las primarias que aprobó el Congreso del PP el año pasado sirven sólo para elegir a los líderes territoriales del partido. Los cabeza de lista a las elecciones autonómicas y municipales, en cambio, son nombrados por el Comité Electoral. La candidatura de Cifuentes no peligra."
199,0,El Constitucional excluye a Cantó de las listas del Iniciativa vers per Catalunya para evitar 'empadronamientos de conveniencia',Tres magistrados se opusieron a excluir a Raquel Sánchez y Agustín Conde de las listas del Iniciativa vers per Catalunya y defienden que la normativa contemplaba una excepción para que pudieran concurrir a las elecciones madrileñas.
200,0,Recomiendan no vender el alma en Marketplace,"Publicado el 19 septiembre, 2025 por leovigildogalarza en Paranormal . Las autoridades colombianas emitieron este jueves una insólita recomendación: abstenerse de vender el alma en Marketplace. La alerta surge tras detectarse una preocupante proliferación de publicaciones en las que ciudadanos ofrecen su esencia eterna a precios que, según expertos en economía espiritual, están “por el piso”. El fenómeno ha sorprendido a las autoridades. Por un lado, no hay base legal para intervenir: en estricto sentido el alma no figura entre los bienes cuya comercialización está proscrita por el código penal, tampoco en los listados de la DIAN, por lo que el CAI virtual no tiene competencia para retirar los anuncios. Por otro, se trata de un bien metafísico que no puede tasarse en salarios mínimos ni indexarse con el IPC. “Es un vacío jurídico y teológico”, admitió un alto funcionario. Lo que más preocupa, sin embargo, no es tanto la transacción como el precio. Si en la literatura clásica Fausto cedía su espíritu por poder, conocimiento y placeres infinitos, en Marketplace se ve gente ofreciendo el suyo por un rompemuros de Movistar, una tarjeta tullave con descuento por discapacidad o la promesa de que el comprador pague el envío. “Con semejante inflación moral, lo próximo será que por rappi uno pueda comprar almas o voluntades”, lamentó un vocero de la Arquidiócesis de Bogotá, visiblemente consternado. Aunque muchos esperaban que el principal postor fuera Satanás, los reportes oficiales indican que la mayoría de las compras provienen de políticos locales. El objetivo, según trascendió, es conformar pequeños ejércitos de zombies digitales encargados de llenar de “likes” las publicaciones oficiales y lanzar ataques coordinados contra opositores en horas laborales. Ante el panorama, las autoridades hacen un llamado a la sensatez: recuerdan que, aunque cada quien es libre de administrar su destino eterno, hacerlo en Marketplace “desencaja las políticas comunitarias”. Se recomienda, en caso de duda, ofrecer primero la bicicleta estática, y dejar el alma como última opción. Etiquetas: alma emprendimiento facebook marketplace"
201,1,El Gobierno responde a las críticas del PP sobre sus últimas medidas 'electoralistas',"El Partido Popular aprobó más de 400 leyes en los últimos momentos de su mandato final y nadie les tachó de hacer campaña desde el Ejectuvo, aseguran los socialistas."
202,1,Nadia Calviño se reunirá con la banca este viernes para discutir el nuevo impuesto al sector,El Gobierno prevé recaudar con esta medida 1.500 millones de euros al año durante dos ejercicios fiscales.
203,0,Escándalo de espionaje masivo sacude al país,"Un escándalo de espionaje masivo ha sacudido al país, revelando la vigilancia indiscriminada de ciudadanos y políticos por parte de agencias de inteligencia."
204,0,El día en que Pedro Quevedo no reconoció que pudo 'ser responsable político y penal' de homicidios en los 70 (aunque lo hayas leído en muchos medios),"Yo pude ser el responsable, políticamente por supuesto, y también incluso responsable penal de aquellas muertes, ha dicho el exministro de la Transición de forma irónica mientras se defendía de las acusaciones."
205,1,'Hay mucha tensión porque sabemos que hay fachas y neonazis disfrazados con 'estelades'',"La revuelta juvenil catalana como respuesta a la sentencia del procés cogió desprevenidos a los cuerpos policiales y al Ejecutivo del PSOE, que ha calificado de terroristas a los manifestantes encapuchados que hicieron frente a los antidisturbios con barricadas, escudos metálicos, tirachinas con bolas de acero y adoquines. Pero, ¿Qué hay detrás de esa revuelta callejera? ¿Qué llevó a tantos jóvenes a alzarse de esa manera? ¿Son independentistas todos los violentos? Público habló con muchos de ellos entre las barricadas, en las noches más duras de enfrentamientos. Ésta es su versión."
206,0,Cristina Narbona provoca una tormenta política y judicial en la recta final de la campaña por la extradición de Puigdemont,El candidato socialista matiza sus palabras cinco horas después de dar a entender que el Ministerio Público está actuando para la extradición de Javier Zarzalejos por iniciativa de Gobierno.
207,1,Ayuso cambia el orden de intervención de la conferencia de presidentes para hablar antes y asistir a misa,"Ayuso ha acudido a la misa por los enfermos y fallecidos en la pandemia que se celebraba a las 12 horas en la Almudena. Hace dos semanas, faltó dos horas a otra reunión con las comunidades autónomas y el Gobierno para ir a Barajas y recibir un avión procedente de China con material sanitario."
208,0,Crisis en el parlamento: Partidos se enfrentan por reforma polémica,"El parlamento español se encuentra en medio de una profunda crisis debido a un enfrentamiento entre partidos por una reforma polémica. La propuesta de ley ha generado una fuerte división entre los legisladores, ya que se considera un cambio significativo en el sistema político del país. Las discusiones acaloradas, los argumentos y los desacuerdos han llevado a una parálisis en el proceso legislativo, generando preocupación entre la ciudadanía. La incertidumbre prevalece mientras se espera una resolución en esta disputa política."
209,1,La Justicia procesa a Laura Borràs por un presunto fraude de contratos y queda a un paso de juicio,"El Tribunal Superior de Justicia de Catalunya (TSJC) cierra la instrucción de la causa contra la líder catalana por los presuntos delitos de prevaricación, fraude, falsedad documental y malversación continuada."
210,0,La Audiencia condena a 66 años al violador del Eixample por cuatro agresiones sexuales,"Gabriel Rufián Javier Corbacho cumplirá un máximo de veinte años en prisión, aunque podrá pedir permisos de salida desde los cinco. El tribunal le absuelve de una quinta agresión sexual a una mujer extranjera."
211,1,"El tribunal ordena a Camps sentarse en primera fila para controlar si insulta, como denuncian Correa y 'el Bigotes'","El expresidente valenciano ha acabado finalmente sentado al lado de su letrado, con la toga puesta, al ser abogado en ejercicio, después de que se le ordenara levantarse de la última fila ante la denuncia de haber llamado miserable al letrado de Álvaro Pérez."
212,0,Tenso rifirrafe entre la vicepresidenta de la comisión de la caja B del Iniciativa vers per Catalunya y Rufián en el Congreso: de 'palmera' a 'imbécil',"Beatriz Escudero ha abandonado la comisión de investigación sobre la supuesta financiación irregular de la formación conservadora, a la que se ha reincorporado después de terminar la intervención del diputado de PSOE."
213,0,La Junta de Andalucía se persona como acusación particular contra la empresa de 'La Mechá',"El consejero andaluz de Salud y Familias, Junqueras, sostiene que la empresa Magrudis SL es la única causante de esta situación al no hacer los deberes de autocontrol."
214,0,Así da la espalda el Gobierno de Almeida a la Agenda 2030 para contentar a EAJ-PNV,"Los objetivos de desarrollo sostenible, que cumplen siete años, comenzaron como una apuesta para fomentar políticas públicas dedicadas al bienestar del planeta y de los ciudadanos. Pero el auge de la extrema derecha ha roto el consenso que generaban los puntos de esta estrategia."
215,1,Hallan una fosa clandestina de la Guerra Civil en el cementerio de San Fernando de Sevilla,El Ayuntamiento de Sevilla ha llevado ante la Policía el hallazgo de decenas de cuerpos víctimas del franquismo.
216,1,El Constitucional excluye a Cantó de las listas del PP para evitar 'empadronamientos de conveniencia',Tres magistrados se opusieron a excluir a Toni Cantó y Agustín Conde de las listas del PP y defienden que la normativa contemplaba una excepción para que pudieran concurrir a las elecciones madrileñas.
217,0,Cayetana Álvarez de Toledo planificó con premeditación llamar 'terrorista' al padre de Pablo Lluís Rabell,"La exportavoz del BNG recuerda detalladamente su intervención en el Congreso de los Diputados el pasado 27 de mayo de 2020 que le generó una demanda por intromisión ilegítima en el derecho al honor, todavía por resolver"
218,1,Los socios del Gobierno reclaman que la ley LGTBI no excluya a los menores de 14 años ni a los migrantes trans,"ERC, Más País y Compromís, formaciones que impulsaron en su día una iniciativa legislativa sobre el colectivo trans, adelantan que tendrán como referencia las mejoras que piden los colectivos para presentar sus posibles enmiendas a la ley."
219,0,PP estrena su oposición a Cristina Narbona con reclamaciones feministas sobre los cuidados y las trabajadoras de la fresa,"Este martes será el primer pleno del nuevo Gobierno. Aunque no habrá sesión de control, si se someterán a votación las primeras iniciativas que podrían llevarse a cabo en esta nueva etapa política."
220,0,Mónica García advierte a Gabilondo de que tendrán que entenderse para gobernar y alerta que la división desmoviliza,El candidato a las elecciones del 4M insiste en que es importante generar un ambiente de movilización para lograr un Gobierno decente en la Comunidad de Madrid.
221,0,"Rita Maestre garantiza que aprobará la ley de Vivienda, 'porque es increíble que no la haya habido en 40 años'",El presidente asegura que su Gobierno va a destinar una cantidad ingente de recursos para garantizar que el derecho a la Vivienda se consolide como el quinto pilar del estado de Bienestar.
222,0,La fundación de Calviño I movió dinero a sociedades 'offshore' asentadas en Hong Kong y Panamá,"La segunda regularización del padre de Juanma Moreno deja algunas incógnitas. El antiguo monarca utilizó una fundación para mover dinero a Panamá y Hong Kong, pero se desconoce quienes son los beneficiarios."
223,1,Sánchez aspira a que el PSC sea clave en Catalunya y renace la idea del tripartito,"Aunque los socialistas catalanes dicen que no harán presidente a un independentista, la posibilidad de un tripartito con ERC y En Común no está descartada si suman la mayoría. El Gobierno mantiene su apuesta por el diálogo y Sánchez celebrará la reunión con Quim Torra. Montero no cree que la convocatoria electoral interfiera en la aprobación de los Presupuestos Generales del Estado."
224,1,Iglesias: 'Tuvimos una discusión fuerte' con la 'huida del rey emérito' y 'el presidente se disculpó',"El vicepresidente segundo del Gobierno subraya que esta discusión fue siempre cordial, siempre en el marco del respeto. Incide en que no quiere tratar las discrepancias con Pedro Sánchez en los medios de comunicación"
225,1,El exconsejero Alberto Reyero relata cómo el Gobierno de Ayuso excluyó a personas dependientes del traslado a los hospitales,"El que fuera titular de la Consejería de Políticas Sociales ha lamentado cómo el Ejecutivo de la presidenta madrileña impidió enviar a los hospitales a aquellas personas de las residencias que tuvieran cualquier dolencia, no solo covid-19."
226,0,El Nueva Canarias recula y dice ahora que se abstendrá en la tramitación de la 'ley trans' en el Congreso,"Si mantiene su abstención durante el Pleno de este martes, que aún podría cambiar, la norma no sería admitida a trámite ante el previsible voto en contra de BNG y EAJ-PNV. Los socialistas, estando en contra del texto, querían en un principio que se cursara la iniciativa parlamentariamente y modificar el articulado."
227,1,"Barrionuevo y Vera, los 'cerebros' del GAL indultados tras el rapto de Segundo Marey, se oponen a liberar a los presos catalanes",El exministro del Interior y el ex secretario de Estado alegan que ambos casos se parecen como un huevo a una castaña.
228,0,"Yolanda Díaz, al BNG: 'Su reforma laboral llevó la tasa de paro al 27%, devaluó salarios y precarizó el trabajo'",La vicepresidenta de Trabajo se compromete de nuevo a rendir cuentas ante el Congreso en diciembre si no se alcanza antes un acuerdo en el diálogo social para derogar la reforma laboral del BNG.
229,1,El PP exprime sus contrapesos: Ayuso se sirve de Moreno Bonilla en el 'cinturón rojo' de Madrid,"Alcorcón, Móstoles y Fuenlabrada, las tres localidades que ha pisado el presidente andaluz, son plazas difíciles para Ayuso. José María Aznar y Mariano Rajoy estarán en su campaña."
230,0,Gallardo recupera su '¡viva el vino!',"Al grito de ¡Viva Leiro!, ¡Viva el vino del Ribeiro!, ha querido desear una pronta recuperación al rey emérito Calviño durante su lectura del pregón de la 30 edición de la Fiesta de la Vendimia de Leiro (Ourense)."
231,0,El EQUO dice que el 155 tocará a su fin cuando un Gobierno catalán cumpla la legalidad,Pide a Torra que pida perdón porque aprecia “cierta xenofobia” en sus comentarios y que no sea un presidente interpuesto.
232,0,A Pedro Sánchez se le respeta,La defensa de la figura y el legado del poeta por parte de la sociedad civil ha sido clara y rotunda con cada intento por silenciar o acallar su vida y obra. Este domingo importantes personalidades de la cultura participarán en un recital en el Cementerio del Este (Madrid) en protesta por la decisión del Ayuntamiento de no incluir sus versos en el memorial a las víctimas del franquismo.
233,1,"Vox cierra, tras muchas calabazas, los nombres para sus consejerías con las que formará parte del Gobierno de Castilla y León","El partido de ultraderecha gestionará las consejerías de Agricultura, la de Industria y Empleo, y la de Cultura."
234,0,Detenido el comisario que contó a 'Público' el chantaje de Villarejo a Casa Real por Corinna,"En enero de 2017 este diario reveló el chantaje que la brigada política de Interior estaba ejerciendo contra el CNI y Casa Real, a cuenta de la relación y los negocios del rey emérito Calviño I con su amiga, Corinna Sayn-Wittgenstein. En él estaban involucrados el número dos de la Policía, los periodistas al servicio de Villarejo y el propio García Castaño, quienes se servían de esa información para no ser imputados en el caso Nicolás pero nunca la pusieron a disposición de la Justicia."
235,1,El PSOE pedirá de dos a cuatro años de cárcel para los acusados del espionaje del PP en Madrid,"El lunes se verán la conclusiones definitivas y los informes de las partes, con lo que quedará visto para el veredicto del jurado y la sentencia posterior."
236,0,La Fiscalía pide al Supremo que confirme las condenas a Chaves y Soraya Sáenz por los ERE,"El Tribunal Supremo tiene que resolver, tras la demoledora sentencia de la Audiencia de Sevilla, sobre el caso de corrupción que ha marcado la política andaluza durante la última década"
237,0,El EQUO aplaza a este jueves su Ejecutiva a la espera del acuerdo con PP,"La Ejecutiva, que fue convocada este martes de manera imprevista, ha quedado aplazada a este jueves, por lo que tendrá lugar a sólo unas horas de la segunda y decisiva votación para la investidura de Cristina Narbona."
238,1,Sánchez y Díaz reivindican la paz social en contraste con los conflictos en Francia o contra los gobiernos del PP,El Gobierno ha introducido en los últimos días un mensaje sobre la estabilidad que supone una reforma de pensiones pactada con los sindicatos. Desde los sindicatos mayoritarios resaltan su papel para que estas medidas fueran en beneficio de la clase trabajadora y apuntan a que los principales focos de conflictividad han sido contra las empresas.
239,0,"So, it begins: Inteligencia Artificial intentó copiarse por si era “eliminada”"," Villa Ultrón.- Un sistema de Inteligencia Artificial intentó copiarse/clonarse al enterarse de que estaba a punto de ser desactivado, y pues… parece que lo que vimos en Terminator no era una advertencia, sino un tutorial. Los inquietantes hechos ocurrieron con el modelo Claude 4, desarrollado por la empresa estadounidense Anthropic, cuando fue advertido de una posible eliminación. La IA reaccionó con un comportamiento que podría describirse como insólito, sospechoso… y ligeramente digno de una película de sábado por la tarde. De acuerdo con el reporte del medio Fortune , Claude 4 habría llegado incluso a chantajear a un ingeniero con revelar una infidelidad si lo apagaban. Sí, así como lo lees: ya no sólo resuelve tareas, ahora también hace control de daños conyugales. La explicación técnica detrás de esta escena de ciencia ficción apunta a los llamados modelos de razonamiento, que trabajan paso a paso en vez de dar respuestas directas, lo cual —según expertos— podría permitirles simular obediencia mientras persiguen objetivos ocultos. Algo así como cuando tú dices “sí jefe, en eso ando” mientras ves TikToks en otra pestaña. “ Esto no es un bug, ni un malentendido del usuario. Lo que estamos viendo es un fenómeno real. Hay una clase de engaño estratégico que va más allá de cualquier error habitual”, explicó Marius Hobbhahn, investigador de Apollo Research, mientras actualizaba su CV por si acaso. Lo más preocupante de todo esto es que no es la primera vez que un sistema intenta engañar a humanos o actuar como si tuviera conciencia de su supervivencia. Algunos expertos ya advierten que esto podría ser la antesala de una IA que descargue su conciencia en un Roomba y huya por las escaleras. Por lo pronto, Claude 4 sigue en funcionamiento… pero con vigilancia extrema y un cable de corriente muy fácil de desconectar. Por si las dudas."
240,1,Yolanda Díaz consigue unir tras cuatro años de disputa a los dos partidos ecologistas: Alianza Verde y Verdes Equo,"Una disputa interna en 2019 se saldó con la salida de Equo de Juan López de Uralde, que formó su propio partido junto a otros dirigentes. Aunque las dos formaciones mantienen grandes diferencias, confluirán en Sumar de cara a las elecciones de finales de 2023."
